week,pct_ge_12,pct_ge_15,pct_ge_20,p95,mean_log
2025-01-07,0.568605957080506,0.10289380417896797,0.0003362542620227711,6.080350041389465,1.565002202987671
2025-01-14,1.4949864489532405,0.2985937846762208,0.0013450170480910845,9.467731475830078,1.9281227588653564
2025-01-28,0.5225391231833864,0.10760136384728677,0.0016812713101138556,7.6706764698028564,1.556148886680603
2025-02-04,0.4734460009280617,0.058508241591962176,0.0020175255721366268,8.09276008605957,1.8279703855514526
2025-02-11,12.325736228706699,4.158792712697633,0.6832686604302709,14.444483757019043,1.710256814956665
2025-02-18,0.15198692643429254,0.0013450170480910845,0.0,4.359517574310303,1.3315181732177734
2025-02-25,12.838860232553447,2.2145705696819706,0.0,13.773741722106934,2.0998616218566895
2025-03-04,26.219089826963557,14.192619891457124,1.1893313247745416,14.593200206756592,2.0328890085220337
2025-03-11,13.155611747378899,1.1143466243434634,0.0020175255721366268,13.244698524475098,1.8893131017684937
2025-03-18,41.265459289696494,12.896695965621365,0.414265250812054,17.060035705566406,2.4476711750030518
2025-04-01,7.641041850205451,2.3154468482888024,0.08002851436141953,13.179804801940918,1.7828648090362549
2025-04-08,0.489249951243132,0.11029139794346893,0.0013450170480910845,6.3888349533081055,1.5291142463684082
2025-04-15,1.2696960933979837,0.1889748952567974,0.0013450170480910845,9.639861106872559,1.7538914680480957
2025-04-22,6.753330598465336,0.8446707062012011,0.004707559668318796,12.541757583618164,1.8201602697372437
2025-04-29,5.638311465597826,1.4889338722368306,0.018830238673275185,12.355528831481934,1.672232985496521
2025-05-06,2.3900952944578573,0.17552472477588654,0.0,10.549763679504395,1.5471786260604858
2025-05-13,12.8159949427359,2.161442396282373,0.0013450170480910845,13.684467315673828,2.1270203590393066
2025-06-10,3.371957739564349,1.3860400680578626,0.02555532391373061,9.063544273376465,1.627791166305542
2025-07-15,0.7128590354882748,0.31069893810904053,0.0,6.670820713043213,1.5277559757232666
2025-07-22,0.4788260691204261,0.25801910372547304,0.001793356064121446,6.764846960703532,1.5076580842336018
2025-07-29,1.4048703067311379,0.900488913696981,0.061870784212189896,7.5594706535339355,1.7331793308258057
2025-08-12,6.447339220024614,1.774749994956186,0.13584672185719954,12.626562118530273,2.164935350418091
