date,0
2025-01-08,
2025-01-15,
2025-01-22,
2025-01-29,0.000560423770038067
2025-02-05,0.0009246992205633184
2025-02-12,0.0011432644908784516
2025-02-19,0.11483083677499915
2025-02-26,0.09842643832669173
2025-03-05,0.0003366144011462957
2025-03-12,0.0009691454872424177
2025-03-19,0.0024811678187490194
2025-03-26,0.003701967330306366
2025-04-02,0.003701967330306366
2025-04-09,0.024910693998516475
2025-04-16,0.6970195021957404
2025-04-23,7.198886756154543e-08
2025-04-30,1.1879862625019313
2025-05-07,0.0
2025-05-14,0.0
2025-05-21,0.0
2025-05-28,0.0
2025-06-04,0.0
2025-06-11,0.0
2025-06-18,0.19668625155019298
2025-06-25,0.19668625155019298
2025-07-02,0.19668625155019298
2025-07-09,0.19668625155019298
2025-07-16,0.19668625155019298
2025-07-23,0.0
2025-07-30,0.0
2025-08-06,0.32129241153050564
2025-08-13,0.32129241153050564
