date,lake_px,valid_px,coverage_pct,chl_mean,chl_median,chl_p90,chl_p99,chl_max,presence_low_pct,presence_high_pct,area_day_low,area_day_high,lake,path
2025-04-03,4960306,1181052,23.81006333077032,6.476685047149658,4.944259166717529,9.166519165039062,35.852664947509766,200.0,7.819723433007184,2.175602767702015,9.2355,2.5695,Atitlán,chl_soft_out\openEO_2025-04-03Z_chl_soft.tif
2025-04-13,4960306,1236985,24.93767521600482,4.935853004455566,5.072595596313477,6.353943824768066,8.24813461303711,50.36259841918945,0.6263616777891405,0.11528029846764512,0.7748,0.1426,Atitlán,chl_soft_out\openEO_2025-04-13Z_chl_soft.tif
2025-04-15,4960306,1237752,24.95313797172997,5.35073709487915,5.584461688995361,7.4120707511901855,9.994951248168945,200.0,0.9905861594245051,0.18266987247849326,1.2261,0.2261,Atitlán,chl_soft_out\openEO_2025-04-15Z_chl_soft.tif
2025-05-03,4960306,1137313,22.928283053505165,4.381346225738525,4.5242414474487305,6.430856227874756,8.68162727355957,28.110191345214844,0.5304608318026788,0.020838590607862566,0.6033,0.0237,Atitlán,chl_soft_out\openEO_2025-05-03Z_chl_soft.tif
2025-05-08,4960306,1227362,24.743675087786922,4.9594831466674805,5.325288772583008,6.389484405517578,7.4572014808654785,22.97240447998047,0.29526741091870207,0.0008962311037819324,0.3624,0.0011,Atitlán,chl_soft_out\openEO_2025-05-08Z_chl_soft.tif
2025-05-13,4960306,1234880,24.89523831795861,5.172989845275879,5.0520853996276855,7.901414394378662,11.06788158416748,74.24151611328125,1.8635009069707178,0.11377623736719357,2.3012,0.1405,Atitlán,chl_soft_out\openEO_2025-05-13Z_chl_soft.tif
2025-05-25,4960306,1206757,24.32827732805194,6.139960289001465,4.473333835601807,9.553439140319824,31.79357147216797,200.0,8.837321846900412,2.0317263541872967,10.6645,2.4518,Atitlán,chl_soft_out\openEO_2025-05-25Z_chl_soft.tif
2025-05-28,4960306,1235308,24.903866817893896,3.7528843879699707,3.5266990661621094,5.149026870727539,8.163037300109863,77.89058685302734,0.4836850404919259,0.007852292707567668,0.5975,0.0097,Atitlán,chl_soft_out\openEO_2025-05-28Z_chl_soft.tif
2025-07-02,4960306,1152106,23.226510622530142,4.847456932067871,4.727204322814941,6.6538519859313965,10.04161262512207,78.19953918457031,1.013274820198836,0.037583347365606985,1.1674,0.0433,Atitlán,chl_soft_out\openEO_2025-07-02Z_chl_soft.tif
2025-07-12,4960306,1168558,23.55818370882764,5.881331443786621,6.091318607330322,7.773458480834961,10.430120468139648,72.30241394042969,1.221077601625251,0.10705501994766199,1.4269,0.1251,Atitlán,chl_soft_out\openEO_2025-07-12Z_chl_soft.tif
2025-07-22,4960306,1123878,22.657432827732805,5.51062536239624,5.713325023651123,7.997499465942383,12.261935234069824,68.62242889404297,2.3320146848679304,0.13239871231574957,2.6209,0.1488,Atitlán,chl_soft_out\openEO_2025-07-22Z_chl_soft.tif
2025-07-24,4960306,1198792,24.16770255705999,6.150417327880859,5.896847248077393,9.42504596710205,14.719432830810547,200.0,7.03174529025886,0.34926826338514105,8.4296,0.4187,Atitlán,chl_soft_out\openEO_2025-07-24Z_chl_soft.tif
2025-08-01,4960306,1230418,24.805284190128592,3.9239470958709717,3.538418769836426,5.454458713531494,10.532842636108398,200.0,1.1239269906649612,0.2234200084849214,1.3829,0.2749,Atitlán,chl_soft_out\openEO_2025-08-01Z_chl_soft.tif
