date,mean,median,p90,std,water_px,timestamp_s,date_ordinal,doy,year,month,day
2025-02-07,0.8216935992240906,0.0,2.682788372039795,5.216289520263672,696,1738886400,739289,38,2025,2,7
2025-02-12,2.2313122749328613,2.3611316680908203,4.608724117279053,2.2166543006896973,13001,1739318400,739294,43,2025,2,12
2025-02-22,1.1177884340286255,0.0,3.6953659057617188,5.7150068283081055,416,1740182400,739304,53,2025,2,22
2025-02-27,2.7706379890441895,3.677133083343506,4.556097030639648,1.984094262123108,2924,1740614400,739309,58,2025,2,27
2025-03-04,0.48486655950546265,0.0,2.1765360832214355,1.2717325687408447,107,1741046400,739314,63,2025,3,4
2025-03-09,4.483612537384033,0.0,21.00303840637207,8.478302955627441,147,1741478400,739319,68,2025,3,9
2025-03-14,4.6413397789001465,2.366299867630005,18.040979385375977,7.39906120300293,19,1741910400,739324,73,2025,3,14
2025-03-24,0.2193838506937027,0.0,0.017172524705529213,0.7489731311798096,93,1742774400,739334,83,2025,3,24
2025-03-26,0.16584976017475128,0.0,0.0,0.5745204091072083,13,1742947200,739336,85,2025,3,26
2025-03-29,3.660172462463379,3.7990834712982178,4.1884870529174805,0.6469836235046387,54803,1743206400,739339,88,2025,3,29
2025-04-03,0.1439172625541687,0.0,0.0,0.6880311965942383,151,1743638400,739344,93,2025,4,3
2025-04-13,2.4353578090667725,0.0,6.242541313171387,5.337244033813477,16,1744502400,739354,103,2025,4,13
2025-04-15,3.184901237487793,0.0,9.755941390991211,5.018585205078125,8,1744675200,739356,105,2025,4,15
2025-05-03,1.7882367372512817,1.5971579551696777,4.164294242858887,1.7064762115478516,2926,1746230400,739374,123,2025,5,3
2025-05-08,3.55737042427063,4.2530083656311035,4.680612087249756,1.5453824996948242,2300,1746662400,739379,128,2025,5,8
2025-05-13,2.7150497436523438,0.0,4.747344970703125,6.278667449951172,22,1747094400,739384,133,2025,5,13
2025-05-25,0.8180577158927917,0.0,3.77536940574646,1.522253394126892,553,1748131200,739396,145,2025,5,25
2025-05-28,2.7065389156341553,3.404076337814331,4.748962879180908,1.9036667346954346,145,1748390400,739399,148,2025,5,28
2025-07-02,1.203719139099121,0.0,3.926119327545166,1.587105393409729,865,1751414400,739434,183,2025,7,2
2025-07-12,9.960592269897461,0.0,57.07310104370117,22.549270629882812,162,1752278400,739444,193,2025,7,12
2025-07-22,2.978572368621826,0.0,0.9267988801002502,12.970457077026367,284,1753142400,739454,203,2025,7,22
2025-07-24,23.68653678894043,0.0,70.63082885742188,30.479787826538086,179,1753315200,739456,205,2025,7,24
2025-08-01,33.930362701416016,0.0,109.70364379882812,48.70134353637695,26,1754006400,739464,213,2025,8,1
